,product_clasters,pr_sku_id
110,0,113bc2e89c4ed2a3fa3091c9adcb3f49
111,26,1142167b4bf803ff64a3ddc2e2211a2d
112,26,11757564c5624b6de2ebd2429d1f2c51
113,1,11a08d65b6bc994bfbfc3b14c4e721cd
114,26,11e6eda3c45e0e17437074dad5842a08
115,26,11ee3b1e66e8ac33731d4c81a4aeabb3
116,26,11ef965c672948e015a1adce682aeacb
117,1,11f207f64d952f43c2f028da2c786d3b
118,26,120a0236ea253f508e30a1cd77c0715b
119,26,120dda5420881b2f4ca3d383196a841e
120,26,1270c9d5680e8c1b4c4b85edaa3745cb
121,26,12882e6f25ac3955298fb1f029cd043a
122,26,1294afe6156ef3b577821cd2c97769bf
123,26,12cbca46d049e31b78738adb97fb5142
124,26,131539d99ac196766086b57c1119b7de
125,26,1315c014e0e20f2ffbe8c0bc455bce9c
126,1,135fd511daf1345b7f1193fe481be8ba
127,26,13892dbc57ca2eafc40559604411e7a5
128,26,13928e132e7e0e55a0a8a6f0fd539758
129,26,13c11f36d7304f758d93ba433bf2b774
130,1,13e760924d65bba3dce3393d3185abd3
131,26,1409117f0d38659bde84e14b9759f226
132,26,14148be8fe01e80dcc70dc89bb92e2f7
133,26,1436802a9d08bd12c7accdb848fc061e
134,26,143f62003066d8d4cc33d3e9161d114d
135,26,14784395bc60fa6b72fd7cc172c0cf6c
136,26,14a08bd0ef6dcf8d109a0eabde572c36
137,26,14e0a8f3335c1e51fef42cb2087f4d72
138,28,1566bfacbcf0c0a3e7c92e73c708d341
139,26,159fa14cdaebd5062605f8e7423aa407
140,26,15afa885a258e461d2b1d27f809f96e0
141,26,15f0c24e521b6f8b4379a0d4958fbae9
142,10,15f707049e64d54f6493f9b83e73190a
143,26,1628d13d297ffaff4b427ac3127d0c82
144,26,166a5df02b08f25ed8e792ea18b2cb2e
145,1,16939b73c086c005ffeda3375320816d
146,1,16ab7aae77adc64fd334205210c8164d
147,26,16b424aa315aeccf53294a9ac546233a
148,26,16be36a076477439efd88de4fdc8de86
149,10,16ca28d64778c226d912b96c5e1c9eb9
150,26,16d6756c2f3e78e221bb998b31753d14
151,26,16f419b738ce0d495a11ab07f404f0e0
152,28,172596a9729722de2d952b7506ab8f2a
153,28,173af0430bc192b8a027af7cdba82cd7
154,28,17667b08596154dc5e9417f410cbced3
155,26,176e527dc63d7c19f231420842bb5250
156,1,177b588f64308de26aff1c43644f6e84
157,26,1782c27f099c11a77a2b365d625c8428
158,1,178946dc0cfb8cbcb7b4e672930affd5
159,26,1790498f0bdeffc2e71bcd466e1209eb
160,26,17cc89f38da7593b6241cf2b54039595
161,1,17e0ce48c87a8885fe8b82c21cb17ecf
162,26,17e6fe101cf61a52142c043e431f9d3f
163,26,17f7c5578fad009505989442352a308a
164,26,18263c76c0db10f61f721741382c091f
165,26,1830743ca9c6d0643bccd16a43ca0230
166,26,187ff0ea7169ecb27b90eebf95401c00
167,1,1933ead077ee71dda8c85a7b769c8ef6
168,26,193b6261fc535f7fd638443653274fae
169,10,194585b5215aea447389c5fefca09c61
170,7,194adbcaa46104c43d41ad4f23c18407
171,26,197ae982240ee052645b36668c079a5d
172,26,197febebc2f6091fd7eccc77383a2f01
173,26,19a53f3752d2fddfc6501190e7b57b34
174,26,19e5411f3b65df77a0bc2e0ed4edac95
175,1,19e99970ea5ea8475747b52ab1ccf194
176,1,1a083126803757739236831994920755
177,4,1a0f36f6e92560bcae205b6c32cc033f
178,26,1a39b1e8e1f246ad294ade148829abf3
179,26,1a5ff37d09cd9ab3a666c6c162d19eaf
180,26,1a7453a4a2d66bcb79b1c8e29039b63b
181,26,1a7d0c309cee1837511f17a29fbb33bd
182,26,1ac1587d5965008b9cfb9b5ae290048b
183,26,1acfb389229f9ecab9218940bc1f2841
184,26,1ad31550bf7e523d2feb4ece97da3778
185,26,1ad3ac993cb929e40e73c8978187b344
186,10,1b0251ccb8bd5f9ccf444e4bda7713e3
187,26,1b0763ccbf4fc86b861ee8412c3a8d49
188,10,1b1f4205ab5d9b437c143fc6d7e18c80
189,28,1b554caad50131478083eb6e4f7845d6
190,26,1b6b6ba0ab90e477ee11ac532581ae79
191,26,1b6d39cc50d27a5a3f3d2d2d2c722d3e
192,26,1b87c8b09ed23558692879397159c73c
193,1,1ba182cd1edf4f5b15f17fd6a8b8e60f
194,26,1bc43be0cb246eabc8434dd290be1a8d
195,1,1be007f9969e526937d035055f02690d
196,26,1bf9aaf87e5700c55eebd010b2871c48
197,26,1c0639368d0618f50ad5b01f0ad620cb
198,26,1c2a153f825c2155bcaa439b8f0164e4
199,26,1c7a9c171e544edd542583327129b9ec
200,26,1c916407f551aff35a40787aa6c41930
201,28,1cac981fb61dc0e4a41e6a8508552803
202,26,1cbab25ab0b4b6bdb4fcf3e2e657e4d8
203,7,1cec786e41a51f75b5701511f995218b
204,1,1cfd4c9cd7289a63dc2492f2b0200868
205,25,1d2448c22721c94bb0264cf52598522f
206,1,1d342f97cb7a4004079b32f759dab354
207,26,1dbb3d2dca0b7007ea482fc69d04048a
208,26,1e50784ece7c980f014b6bcacbac490d
209,1,1e530dac29b2ea4389130dafa762c7bc
210,26,1e94984bcf57dfdda57c0aa19c789c87
211,26,1eba96c25c7cf92cf2d5045069069974
212,10,1ed7d2ba2413e16205063b4029038486
213,28,1edb148e94ceddc5abaa91ad4814a737
214,28,1ef67b3830faf45363d2da935c604d7a
215,1,1f08f7cfdcb8bb9088fe668e0aeb6586
216,26,1f29a845b0314f1cc9efc6db0d4934dd
217,26,1f4e4ddc7c08eb1d53efce5802ac4d00
218,26,1f6e186aa440fadbd18b4e4397b597d6
219,1,1f866d0d3eda091c5166cc5a321132fd
220,26,1f9f119e724a4863c3e1f0197a4fbe7f
221,26,1fabe5ffaf79b73352abea5d0beef23e
222,26,1fc2fc8870043f96f7cc351332159653
223,26,20010b9c9db3201dc2c659241307ca2e
224,26,2002ebfa9e4ef4ddbaef4844a1d668b0
225,26,200e5b88211972d1367e9b4f02e02c1b
226,1,203e9305391320ad778c1b30747f2041
227,10,2062d6c68c7b32c29a863ce4d72b6dae
228,26,2077a6faefdfba9a2a59255be8a5ab7e
229,10,20817958be42165961e14f2e0a95125f
230,26,20948177a2c9428d1045a20dd139c54b
231,14,20d9b4bfd4b672f61d87f420856aac5d
232,26,213f009b937b13b023537dc347fa33be
233,26,215d307b35d77daa49b9845c069beda5
234,10,21716a96b18e53b7f324cae2ee59d405
235,10,2188bd364970d4acf961ff2fea1bd71e
236,26,21b4bc4c1913efa897d0743c1d890903
237,1,21c11f1628b35916baddf033b748940c
238,26,2239c11f537041a184a1fc89b3a5fbe8
239,26,22448cd19c3130e1f42416da890ea6c9
240,7,225de5ef23fbfa96f02a8e1e8626ab66
241,26,228e5316ba714b7db91787a3d03d56c6
242,7,22988026fe85fde60d8bf777ab6bc3b4
243,26,22a809f90d12f85331f5c9a870e56633
244,26,22b3872c9768b6070e1111d85e8e9660
245,26,22df433fe40bbae6311403ee19010bcd
246,26,22e171fcdd468fdd5a90ed1d5c7d0e21
247,1,231af8dc5fd5b69a7cfc4b015ebfd72a
248,26,236f43797d8ff0ac7bacb3a6caeb7cd5
249,26,23988ac4dab747b44b9d027e3b6f4ba8
250,26,23f69ee179f239722c46b35e1c07c4e1
251,26,23f70c32de93a01ccf59f9138a5baa3d
252,26,243238206e2781253f5a11b4718fdd70
253,26,2467d1dcf883fcd3a21e4cf5eccb00bc
254,10,246db71cccfbfbfaef328f1f8f7df31e
255,1,24add02597d486c0f631855f5ca1bef3
256,1,24daf9e58ee36473551bab1ae96da7a8
257,26,24df4c86ade051d46f7d665fe78336b6
258,28,25297b758a38dfb3475046e5dc01291a
259,26,252dde3ebc5bc64ccd742c6b0035e271
260,1,253721eba20a5bcc56fcda8867ae9dab
261,26,255dbb435afefc05514c8d6e9b7a6144
262,26,25641158e04927f1f0e09934d346a74d
263,26,25fc41f67be1a12d11eeb6e746207094
264,26,26263bd5e3940e16aa7fbf1dbc0f4a90
265,1,263e163dbb6d251a80e00a4583c9d2d3
266,1,26864bfba07bfdc89934ec5ca9367ab9
267,1,269fb72e92ca3541ea27e8d0379d3630
268,1,26a6b28bed5ad513797d14a1fa9e0458
269,16,26d07ae4d7900394b2efaae387b01072
270,26,26de0454c28e8d9bd9a2c194fa4f2604
271,26,26eea01bb9eb18ea5e2925fddbbfd6fc
272,26,276150520c270123fc15b3bc80c0d171
273,26,2769e9fd4a6de5fc1148d794f0486766
274,26,279ef16c9134cee8fda89b146c20995e
275,1,27a79eaf8d74a68777299f3a514ea51f
276,26,27d68c19487c8002060f6080979fbbc5
277,29,27e8978c9e8b7146c462feb7d24f5637
278,26,27f4ecbca9fce0d6af74bac7a8dda523
279,26,27fcd3eab94dfa545d11f263e2bcb6a0
280,1,27fefd0504053087f8d1a34b947a0430
281,26,2810533f3e8335c1e5842e38a66e2d41
282,10,282984b385d80166ba0d4f32a7843f53
283,1,283ea714ba84bbb51b605755fe0af8ee
284,26,2848d0660cb72f20f3e1fdbead6f61d0
285,26,28a8d323fb8bc35326d28527f3b9128d
286,26,28c662d6624673efd384f11af5cad826
287,26,28c8470cb8b677d7d4923998d05eb386
288,1,28cdcc6f1cbe33aa4f10223177e41060
289,1,28cf431a3c559acca80dead6ae6e15dc
290,26,28dbf4d575d3739142cb6a99a07d610e
291,26,2905945ec88b8982e41195b4a5c7447c
292,26,29372aabe872a0488af592c543e95626
293,26,297f9b93f04e4bc8f655f784983c5453
294,26,29c7b61e95c71f07b33fb7ec75ea9921
295,26,29d828d283d16edcaa8c712375fc5e2a
296,26,29e8e5e3d6e474896c7209a893b0a6af
297,26,29ff0ee81185991175a3510362113ba0
298,26,2a028413d17daf530f216563e739abe9
299,26,2a072dd33174b678fe0749c2cabcb3e6
300,10,2a19d2b8d9adbf9b877f47b2b425ec76
301,26,2a6dcc3ffaf16b36e7432e9b1101c0f8
302,28,2a868279c0944dbdebbe05bdd925b005
303,10,2a875376cce8ea8e15042d2ecdeb0fe1
304,26,2ac36a3c8337feb7c60e6829641d9a4c
305,26,2ad9a7b3e916ab80b3f8ef6f49d34bc9
306,26,2b2a76e0fa3c59aca91ba0b048d3ef16
307,26,2b587bcc427e01447a0e665b4791490e
308,10,2bd31c7c54bbd12554730ae254c428b1
309,26,2be0764e286cb615f0f8022436777baa
310,26,2be7704a7be9e6df462794867ebe0a5e
311,26,2c086224a65d0723f04fd504d11da381
312,26,2c3b895d9fccc33226fee2c521618893
313,1,2c3b910b45c0f041dd25ad4d510e548b
314,26,2c452b4bf2078d7de946b0f1c5949073
315,28,2c6c2e0fb9a48b16ea6aecc7cdcf8af8
316,1,2c70ef35191c7a76e087188b0d2254da
317,26,2cc51729c4236e994fa6b679ea7dc4ef
318,1,2cd30fcb577ef8c233ab42148444da2d
319,28,2ceba8db8d0af7ba57e1572e839451c9
320,26,2d391d4cc8562ec6af137a68f944393a
321,10,2d4cee784419330773e7cc6b65570140
322,1,2d5d5ab212f4c4e7498f31ca7d77edbd
323,26,2d6d722fe223c77e1d9473abdbd1b845
324,29,2dc922d957188fb51dd2bd50ec9b555a
325,16,2e277351c5cfe6dd5bd87b2457a7e1eb
326,26,2e2b8771d743e5d1f831932e11a14eb2
327,26,2e45fb3213479a669d6510e1e00b53c0
328,27,2e463fcb1369be4d5dfbe87e04f60df2
329,1,2eaefbeedd52963c77db7ab9ca5e930a
330,26,2edb7f1a2d508fa1d551dc5003e70614
331,26,2ef03c58e3783eb11acba9d15909f6fe
332,26,2f282a08e4b584232004f9a42164e74a
333,26,2f28ecbecd76e36f51a38847f3635902
334,26,2f2f968841e41c2fbf4ac11697ba9505
335,26,2f37fd395a5143dce5e1c134eb8e5d32
336,26,2f613fabe848a2248a9515f969cd0e6d
337,10,2f72f7c5dae106c917edff70a3b1ac1f
338,26,2f949375f27ace8f384cddf7127935c3
339,16,2fa7a49e56dbd82f118adc28cba02990
340,26,2fa8c8329dc4c0e769841f09be754fa6
341,26,2ffeaa3252b4179f24bb0ca07873f90e
342,26,3005fa8a5a422215217385346370c58b
343,26,30673edfc8f546e3554480daa64342a2
344,26,308b51c163aa27d2818e350fd9a396a2
345,26,310a498d257e79d326aa25c1d47340cf
346,26,3126425bf23d6498e405eb3c82c57cbe
347,1,316b9659adb27ee609130d146ce3d088
348,26,318664aadae11e9c4ac749c3041fed27
349,1,319031ae8c8dfc60794f76ef35d9c659
350,26,31d64389a45aaeb7a61c9b76b72be555
351,26,326288e450af6af1e6754d3e29ad1efa
352,1,3271c9877efbd2156e62cdc25895e46f
353,26,3282b4a41d27f7d018214cb4b1aefc57
354,26,32affe1d243d3b9060daa8b2be050626
355,1,32cfba8a13694631a8418e4d246e55fa
356,26,32f21f7035e5868e6155c8d37d25a7ba
357,10,3353a79f9b488708181b5cf8c0397199
358,26,3359fee732253672a5f3fec7ea50c70d
359,26,339de039a15a9bd17e4a7029af77b55b
360,26,33b0ad5c0a91417a29fb06b1b2e29282
361,26,33ea5f35ca4bdb914510fe5a65e49534
362,1,34135e94bed7ccf569ebee6901e5f716
363,26,3424471c964d8894456743e62f7ef938
364,26,343a11918708aef67fbd8ad2067e55c9
365,19,3474f0e025c7deb7e127a35763bc5512
366,26,3479dfb41694951fdddeccbe67f59050
367,26,34beb69325815c6a11f3555c8ce62811
368,28,35071e7911b66b2f42bffca06f939598
369,1,35d78b8cd6ce34df726237ceaa51f8c7
370,26,35e41a0317b9e73e5dabc4c2769d5db9
371,26,360c19682e81f21d55846685c1701179
372,26,361d947cade31d08a23e942beea7c0a5
373,26,361e5143bcf49240c5284950fa4433c2
374,16,364196813f3b746270a9b27bd76149c9
375,26,3642cc1464dadbf848d3e5f26fd20409
376,26,36522a94efbd07b9931b3ec4833e1f21
377,26,366c97caa1e66d39a0c21edb8fdc9caf
378,26,36e87c365a5ddd475a82c220be840853
379,26,370bf9d8171cb842319fb6979fd523d0
380,26,37103534fc6891cb76929d0b277336e0
381,26,3761d3460a7883b7c7996a109afd4076
382,10,376a135e354ef529b2232ce81ff64169
383,26,376ce6fe90d92f70e9cfa2f601630c2a
384,10,3775e29ab7a50a69c73aad30f19661e4
385,26,377744e5255cdd0b2beb894410f4344a
386,10,37811c8faa35b7439a5f8815cccedd62
387,26,378c316db093b61efe233ff52ad97bbb
388,26,37abb5365e9a5d97e6f50366ee185307
389,26,37c10be47e9c7312d7a33d4d4ad6cac7
390,26,37de09863b05760fa37f23766a69d32b
391,26,37fd5e8abf241f19262fbcf4b32e27ae
392,10,382fcb7b0b5750896a5bef348f19bddc
393,26,38506718ab76fb692e5ac67c82d4a55a
394,26,38733b76623acd8f39e60a1bec15d99f
395,26,38bfa3e22f6805da4f24236637eb7600
396,26,3980938e8ae7311f60b9228e6022dd4f
397,26,39d0ce6cbb0dc460fa7438949369b992
398,26,39d2baf4540a46a8e8b05a579e371f73
399,26,39d7607ca4a34f6f78e4e03579035f2f
400,1,39ecb7001809227239597b15023d2116
401,26,39f08ca9bf44368a6a029b0ff7c43ab3
402,1,39fdbd9c34d2308a07f423204f27e919
403,26,3a0babb7888bd5976ce3df45743615af
404,26,3a6d3dcac8918703816acfbafc5613a5
405,16,3a74a370c8eb032acb11ad9119242b8f
406,26,3a8c9000ae826436d7d73d28259bca7d
407,10,3ab75955a9c0ce15f6ca004ff088e7f6
408,26,3ac16a6e561c22f184602da1c7bfbd87
409,26,3addd02ab3fac269e310080fa6d5a228
410,26,3aec010c63e9bf944e55d39dfc1d6ed7
411,10,3affcbb957032e3cd1c0c3f8526e5de8
412,26,3b1af4823427439aa89c5d9d65dc58dc
413,16,3b862e98b075134ab0cb36bc638cb275
414,26,3b9ff9697e5688d38d5a0e7b0f0d519e
415,1,3ba6d756f58958866c1a355a115f3e38
416,26,3bb2524fb92c7c5fec7a4223e4fadf68
417,26,3bb8bdeed2b6d30fe5505d11aae2bd81
418,26,3beeab85046ca201d73bb9d129bcfc3f
419,26,3c175a4924b41b2eb2b55016a8d279d0
420,26,3c349d0dbed4a4198abf6d2c7caa71e5
421,28,3c3a1cb0ae43df1a1f0abe1fbd8e158b
422,26,3c54bb7bf3061916d12d5027dda7e863
423,10,3c6d5538de13300a189c89d4f1e18624
424,26,3c7f919bb4e343b4d7f4233fef02be34
425,1,3c7fff75458983d828afa7690d3226fb
426,26,3cbaf928375e5aede690fd40e00faa56
427,1,3cf7842c207445d9456cecd7be03c53a
428,26,3cfac5846049d3a1ea09669fc1039764
429,26,3d1e8055654b54d59106daa142dd6948
430,7,3d3e83a9b78957e45c94dd862eb0bc43
431,26,3d44e8d90c2537e430a22aa71b868ba5
432,26,3d5454e43da2481c78576b7a788425c0
433,1,3d7a0d134019e7b9394ca95cac1e321e
434,26,3da5a60be9f57d3d4d3ef8c0c8b2443d
435,1,3dc33d905fb8ed2c1a77da9336227cd3
436,28,3e25a622c0fd509e34d7c58371a455c6
437,28,3e5ed1845a499f1b16f1bc68d13e97fe
438,1,3e7c6dfcc43c80a0558ebc13bb731cd6
439,26,3e8ec6a1e458d033ac4b1b589b825259
440,16,3ea981e7588500b228f84a69007ddd07
441,26,3ec555b97322f2625fd6fc1b54a0b1de
442,10,3ed9478fa57b34d4f3ea22c70dab3b3e
443,1,3f1440a38e12bcc541dca2206f53bbb0
444,26,3f20f3d881289bb68aa3249766256c8f
445,28,3f33017a9ce4fbff701facaeae7a7549
446,26,3f756d0376fdf2915c78e73dc5f63794
447,10,3f8913ec7657eded2950768f9378252b
448,10,3f8abc351114632af4bc60bdc3bbe3b1
449,26,3fabc5abf35c42206944ccc889328f3e
450,26,3fc72418bc4c10fea8960aae277e4af7
451,10,3fd6083ec914187fb775df5103ffb95d
452,26,3ff1103f51b961329fa640072af99424
453,26,4018f3a9e6d9cd6a271f6b9fa085cd52
454,26,401a9092db6b7c9ab154880f5f3c675a
455,26,4034b57a9056ccbd3e37d4e3d35f667e
456,1,403c896d1abb842e3db14b0a8a652fac
457,26,40aa0e55df4c5b21a34fd059bc9d00e1
458,26,40c58d5f76a4bf44b35ac6bcda67e306
459,28,40c651c778ea5ff2c54b164483dbae9c
460,26,40f8a2d253c36e0c0a6bacd8804d1e0c
461,10,4115bc05a3e5460e3bba7777fde0f807
462,26,412fa41cc85f689d1443ab62ee40ee17
463,26,416acf8a70e76d831115b73038ce3cf7
464,26,4172b50d25db3ddf079d4704d4070779
465,26,41759d9fe6495a62a3591423b869dea5
466,26,419cfa1a495ba39a13708e750be20b10
467,1,41b4a9b8eee848e2bb335d914128ddc4
468,1,41f5b25a0e207db981d36fc91e80a8e7
469,26,41f8c13fd8b1589b9753e1949e1bb0d1
470,1,420f64a4fd57fd93e1fc45a0c9c5aa85
471,26,421136a4b7d3f3ea5fb5b0dcc8da0888
472,28,421b0ea70ab7fd681ae63a8f12695199
473,26,421eb7bf85ba877d78c38bb74a68037a
474,1,4242d41d714121a04ed4a344851eb5c4
475,26,425484af966402da5c39953acb6185a0
476,26,426157fed5629835a7d6217bbefccac9
477,26,426d3a6e14a6a7f30a720df5cf2dcf46
478,1,42a303fc7a6b682be534d5a0e8d3a115
479,26,42ab147e0c5e62e926af25210e7cc065
480,10,42ae1544956fbe6e09242e6cd752444c
481,26,42f436b16851b8cfc970b77f0d2d49a3
482,26,42f89e07a13387cf67d97f374bea07f4
483,10,43381fb2e43baebe00b83506caa61c25
484,26,433dcc9557fc5f9e055095ba085f6dfb
485,1,433ed55e99dbd60e37ab7f291ee25770
486,26,43755745df7fa4be0070b62674ad6825
487,26,43bf1ecb847225fccaedf5e1b2fb4787
488,26,43e644381fb92b59722bb7928da931ad
489,1,43f9682aeb800689215797f4f2dea2f4
490,26,4416a0fbdf1d3de966f48932f32cbbcb
491,1,445ba14b96ef77934911701d9e5a0a08
492,26,445f1b38aae4d4c9b2cb2252611d19b3
493,1,447f4f6e309a60e30e544daf13e0a1cb
494,26,448c25ee61b2572eef9076c03b7b8c67
495,26,44eaebd63494d44690fa98670e667b22
496,26,44f9359a398c1a40d7a1f4b2c1acb33c
497,26,450b815261a95a547a35b5396ad92b7f
498,1,45551f4c29881972ae5ed3666a5b1b8b
499,16,45ad5f9e2c91e420d52302e33b1f357f
500,26,45bd6ffd65dc1b68ea59c9ec5f4590f9
501,26,45be7a92326d617b2442e1ebef6a4ece
502,26,45cfa8c1e9a09769265224811e3bee5b
503,26,460eef453486e3aab47abfda009f796c
504,26,46342802a570e7126c4970fc9cb4a1fa
505,1,465e4f9b8d22467e46a6e02a78a40e97
506,16,4678e046e53270a420f8e4df6797ca24
507,19,4695acecbef4734453cf9bc0be67ffe4
508,26,46b7eba6b8b30c61435ac9e18172ea44
509,26,4708bec32306ed08cbf7f6f934862fb8
510,26,4723543b1732db4de5ee26a3b12f721c
511,26,47561a7f19be42a2c80518d90c1e0c1a
512,26,4759698d919d34b1694d17d12448f618
513,26,478c511848b5c6ced8d47e236857f8d5
514,26,4792d399b0cc6e8223fdb5b130e9387f
515,3,47b1d7b5e5b4a00d7146ba165bfb43c8
516,10,47decbcad0a55e98086b30803ef9ca6d
517,26,480b52fec90d07da477f6d10f638eb1a
518,1,480c8cfe6acee2ea1d6f1c63bb80f226
519,26,4829419582ffc40bcb19aa921576e228
520,26,4838f567d132429effc494fcda4ad56d
521,1,48879b7e88dfc566582ac21fb3c8151b
522,26,4888d22310be911500c00611a9dd44eb
523,26,48a752adf5ecb56cb33d317ba1308b33
524,26,48bb4fc3b178d1131f477296faebf138
525,26,48d8820abfb51f47e0975f797b1497e3
526,26,48e0c6769ad81d409a06471678920e2b
527,26,49151e7afc49efe9b5647370febfdd23
528,16,492f948808daf55a3f9e7ddd3694f546
529,1,49422241027cc0b8b33ceaa33d9d2e81
530,1,4955c8d2017ad404f4872e32451b60e6
531,26,496d413dbadeab347acd841fe0dafda3
532,26,49a2be29ab4977d11ce510b2810c3fdb
533,26,49c1dc06153ab3793692caceeb694810
534,7,4a04104f09c6ea3e807666cce0c294d5
535,26,4a05ae407f370619c99e109152d9883b
536,10,4a1167f2c6700c1ab5e2435a2ff300e7
